BackendTime,servoVoltage,system_status,system_time
1697124451298.7878,0.0,1025,1999573
1697124451891.8945,0.0,1025,2000089
1697124452317.9153,0.0,1025,2000585
1697124452837.8027,0.0,1025,2001086
1697124453318.8125,0.0,1025,2001594
1697124453820.0989,0.0,1025,2002095
1697124454331.4102,0.0,1025,2002601
1697124454909.0593,0.0,1025,2003119
1697124455345.331,0.0,1025,2003614
1697124455857.5781,0.0,1025,2004119
1697124456357.736,0.0,1025,2004622
1697124456861.6946,0.0,1025,2005131
1697124457382.3064,0.0,1025,2005635
1697124457868.964,0.0,1025,2006135
1697124458370.727,0.0,1025,2006636
1697124458876.732,0.0,1025,2007137
1697124459398.7456,0.0,1025,2007654
1697124459888.1724,0.0,1025,2008151
1697124460386.0073,0.0,1025,2008653
1697124460885.8472,0.0,1025,2009156
1697124461386.563,0.0,1025,2009658
1697124461895.7083,0.0,1025,2010162
1697124462393.54,0.0,1025,2010665
1697124462931.7112,0.0,1025,2011168
1697124463421.963,0.0,1025,2011687
1697124463912.495,0.0,1025,2012183
1697124464402.6338,0.0,1025,2012682
1697124464909.2517,0.0,1025,2013185
1697124465409.1807,0.0,1025,2013686
1697124473459.79,0.0,1025,2021733
1697124473955.438,0.0,1025,2022235
1697124474458.7795,0.0,1025,2022740
1697124474988.8704,0.0,1025,2023268
1697124475481.5134,0.0,1025,2023753
1697124475986.669,0.0,1025,2024262
1697124476476.803,0.0,1025,2024761
1697124477004.312,0.0,1025,2025269
1697124477502.06,0.0,1025,2025772
1697124477992.488,0.0,1025,2026274
1697124478497.7397,0.0,1025,2026774
1697124479006.068,0.0,1025,2027280
1697124479510.6968,0.0,1025,2027783
1697124480011.599,0.0,1025,2028286
1697124480515.7195,0.0,1025,2028791
1697124481016.7112,0.0,1025,2029291
1697124481544.9028,0.0,1025,2029804
1697124482022.7073,0.0,1025,2030300
1697124482516.0093,0.0,1025,2030799
1697124483029.8726,0.0,1025,2031309
1697124483539.8875,0.0,1025,2031811
1697124484047.3328,0.0,1025,2032315
1697124484553.1711,0.0,1025,2032820
1697124485053.5764,0.0,1025,2033329
1697124485588.8325,0.0,1025,2033835
1697124486063.154,0.0,1025,2034333
1697124486564.5898,0.0,1025,2034838
1697124487065.3572,0.0,1025,2035341
1697124487571.9983,0.0,1025,2035846
1697124488075.6565,0.0,1025,2036351
1697124488574.5566,0.0,1025,2036853
1697124489081.212,0.0,1025,2037356
1697124489582.7869,0.0,1025,2037861
1697124490083.0332,0.0,1025,2038361
1697124490586.3398,0.0,1025,2038863
1697124491091.2715,0.0,1025,2039368
1697124491596.2175,0.0,1025,2039873
1697124492104.528,0.0,1025,2040379
1697124492610.1301,0.0,1025,2040885
1697124493112.7825,0.0,1025,2041389
1697124493619.6665,0.0,1025,2041894
1697124494120.0396,0.0,1025,2042398
1697124494627.683,0.0,1025,2042902
1697124495132.2566,0.0,1025,2043407
1697124495630.7827,0.0,1025,2043909
1697124496138.935,0.0,1025,2044415
1697124496646.2346,0.0,1025,2044919
1697124497144.4336,0.0,1025,2045420
1697124497649.3645,0.0,1025,2045925
1697124498154.3735,0.0,1025,2046430
1697124498650.8813,0.0,1025,2046929
1697124499165.204,0.0,1025,2047435
1697124499658.6914,0.0,1025,2047936
1697124500165.6157,0.0,1025,2048438
1697124500669.6567,0.0,1025,2048942
1697124501172.5935,0.0,1025,2049445
1697124501680.9468,0.0,1025,2049950
1697124502178.22,0.0,1025,2050452
1697124502683.931,0.0,1025,2050956
1697124503184.9968,0.0,1025,2051459
1697124503714.1853,0.0,1025,2051964
1697124504187.5823,0.0,1025,2052466
1697124504720.2637,0.0,1025,2052974
1697124505244.539,0.0,1025,2053495
1697124505715.8892,0.0,1025,2053987
1697124506215.4463,0.0,1025,2054489
1697124506731.0122,0.0,1025,2055000
1697124507221.0457,0.0,1025,2055500
1697124507724.5586,0.0,1025,2056004
1697124508226.9746,0.0,1025,2056506
1697124508732.523,0.0,1025,2057011
1697124509236.5947,0.0,1025,2057513
1697124509743.6091,0.0,1025,2058015
1697124510293.1155,0.0,1025,2058521
1697124510748.265,0.0,1025,2059023
1697124511258.726,0.0,1025,2059525
1697124511796.7446,0.0,1025,2060053
1697124512265.977,0.0,1025,2060550
1697124512781.4968,0.0,1025,2061058
1697124513277.3,0.0,1025,2061558
1697124513785.463,0.0,1025,2062064
1697124514305.9224,0.0,1025,2062571
1697124514788.2207,0.0,1025,2063069
1697124515288.99,0.0,1025,2063573
1697124515800.123,0.0,1025,2064077
1697124516296.6985,0.0,1025,2064580
1697124516802.7698,0.0,1025,2065084
1697124517314.6306,0.0,1025,2065593
1697124517811.989,0.0,1025,2066095
1697124518320.3225,0.0,1025,2066601
1697124518819.58,0.0,1025,2067100
1697124519324.2607,0.0,1025,2067606
1697124519831.3418,0.0,1025,2068107
1697124520325.6272,0.0,1025,2068608
1697124520833.1792,0.0,1025,2069111
1697124521333.2888,0.0,1025,2069617
1697124521870.1821,0.0,1025,2070127
1697124522340.797,0.0,1025,2070624
1697124522852.3972,0.0,1025,2071130
1697124523361.5642,0.0,1025,2071631
1697124523858.906,0.0,1025,2072141
1697124524362.3997,0.0,1025,2072640
1697124524912.6243,0.0,1025,2073157
1697124525373.6284,0.0,1025,2073658
1697124525885.6467,0.0,1025,2074163
1697124526400.066,0.0,1025,2074673
1697124526903.091,0.0,1025,2075180
1697124527401.7708,0.0,1025,2075680
1697124527907.5557,0.0,1025,2076186
1697124528418.445,0.0,1025,2076689
1697124528919.6863,0.0,1025,2077195
1697124529412.0483,0.0,1025,2077695
1697124529923.557,0.0,1025,2078199
1697124530418.4678,0.0,1025,2078702
1697124530929.3438,0.0,1025,2079207
1697124531442.714,0.0,1025,2079717
1697124531938.2268,0.0,1025,2080215
1697124532447.527,0.0,1025,2080723
1697124532944.6401,0.0,1025,2081226
1697124533455.9114,0.0,1025,2081732
1697124533949.675,0.0,1025,2082234
1697124534459.3743,0.0,1025,2082741
1697124534971.6548,0.0,1025,2083240
1697124535457.8384,0.0,1025,2083741
1697124535964.4329,0.0,1025,2084248
1697124536472.5217,0.0,1025,2084751
1697124536979.088,0.0,1025,2085257
1697124537478.9417,0.0,1025,2085763
1697124537998.4375,0.0,1025,2086275
1697124538490.7546,0.0,1025,2086773
1697124538992.197,0.0,1025,2087275
1697124539501.6682,0.0,1025,2087781
1697124540016.9326,0.0,1025,2088288
1697124540511.0422,0.0,1025,2088794
1697124541016.716,0.0,1025,2089293
1697124541526.811,0.0,1025,2089805
1697124542027.8325,0.0,1025,2090309
1697124542532.882,0.0,1025,2090813
1697124543031.0361,0.0,1025,2091313
1697124543549.4275,0.0,1025,2091825
1697124544036.442,0.0,1025,2092321
1697124544572.5732,0.0,1025,2092847
1697124545057.408,0.0,1025,2093340
1697124545561.884,0.0,1025,2093845
1697124546061.5242,0.0,1025,2094346
1697124546561.0107,0.0,1025,2094846
1697124547065.8833,0.0,1025,2095349
1697124547579.3025,0.0,1025,2095853
1697124548071.1316,0.0,1025,2096355
1697124548598.4717,0.0,1025,2096867
1697124549083.7893,0.0,1025,2097368
1697124549587.677,0.0,1025,2097869
1697124550083.7698,0.0,1025,2098369
1697124550592.652,0.0,1025,2098873
1697124551096.519,0.0,1025,2099380
1697124551598.7156,0.0,1025,2099886
1697124552106.0894,0.0,1025,2100383
1697124552601.5054,0.0,1025,2100884
1697124553103.7915,0.0,1025,2101386
1697124553611.4988,0.0,1025,2101893
1697124554120.5393,0.0,1025,2102397
1697124554623.0574,0.0,1025,2102907
1697124555130.7021,0.0,1025,2103410
1697124555633.07,0.0,1025,2103916
1697124556130.8337,0.0,1025,2104416
1697124556750.7078,0.0,1025,2104980
1697124557148.021,0.0,1025,2105430
1697124557650.6003,0.0,1025,2105931
1697124558153.6863,0.0,1025,2106432
1697124558658.482,0.0,1025,2106936
1697124559168.322,0.0,1025,2107443
1697124559724.3142,0.0,1025,2107959
1697124560177.2268,0.0,1025,2108452
1697124560675.62,0.0,1025,2108956
1697124561183.9382,0.0,1025,2109461
1697124561694.6843,0.0,1025,2109968
1697124562184.139,0.0,1025,2110469
1697124562725.433,0.0,1025,2110973
1697124563193.3684,0.0,1025,2111472
1697124563712.1975,0.0,1025,2111974
1697124564224.9338,0.0,1025,2112496
1697124564724.6616,0.0,1025,2113002
1697124565258.7332,0.0,1025,2113525
1697124565753.6826,0.0,1025,2114018
1697124566234.543,0.0,1025,2114517
1697124566746.3196,0.0,1025,2115025
1697124567251.6848,0.0,1025,2115529
1697124567783.874,0.0,1025,2116048
1697124568250.983,0.0,1025,2116533
1697124568759.078,0.0,1025,2117041
1697124569257.4927,0.0,1025,2117540
1697124569779.12,0.0,1025,2118057
1697124570286.1475,0.0,1025,2118562
1697124570780.8735,0.0,1025,2119064
1697124571315.5654,0.0,1025,2119573
1697124571785.0747,0.0,1025,2120070
1697124572293.3813,0.0,1025,2120571
1697124572793.2307,0.0,1025,2121072
1697124573288.7646,0.0,1025,2121574
1697124573793.7354,0.0,1025,2122077
1697124574304.9834,0.0,1025,2122583
1697124574819.8323,0.0,1025,2123087
1697124575310.8682,0.0,1025,2123592
1697124575811.4934,0.0,1025,2124094
1697124576314.748,0.0,1025,2124595
1697124576815.1626,0.0,1025,2125098
1697124577327.17,0.0,1025,2125605
1697124577833.7192,0.0,1025,2126111
1697124578339.5232,0.0,1025,2126618
1697124578832.2864,0.0,1025,2127119
1697124579371.4868,0.0,1025,2127619
1697124579834.5317,0.0,1025,2128119
1697124580353.4316,0.0,1025,2128629
1697124580862.4624,0.0,1025,2129138
1697124581357.2783,0.0,1025,2129639
1697124581859.2866,0.0,1025,2130138
1697124582353.4849,0.0,1025,2130639
1697124582876.1384,0.0,1025,2131150
1697124583384.8457,0.0,1025,2131659
1697124583873.495,0.0,1025,2132156
1697124584381.3442,0.0,1025,2132659
1697124584889.3496,0.0,1025,2133165
1697124585391.242,0.0,1025,2133666
1697124585895.0122,0.0,1025,2134169
1697124586432.1711,0.0,1025,2134696
1697124586894.282,0.0,1025,2135179
1697124587401.0137,0.0,1025,2135679
1697124587904.5137,0.0,1025,2136181
1697124588406.1982,0.0,1025,2136684
1697124588902.486,0.0,1025,2137187
1697124589405.5837,0.0,1025,2137686
1697124589909.1077,0.0,1025,2138194
1697124590412.1482,0.0,1025,2138696
1697124590916.6965,0.0,1025,2139200
1697124591419.373,0.0,1025,2139701
1697124591924.9358,0.0,1025,2140208
1697124592438.2256,0.0,1025,2140707
1697124592940.3003,0.0,1025,2141211
1697124593434.276,0.0,1025,2141712
1697124593935.803,0.0,1025,2142216
1697124594442.9282,0.0,1025,2142722
1697124594957.8284,0.0,1025,2143229
1697124595452.066,0.0,1025,2143735
1697124595954.3596,0.0,1025,2144238
1697124596467.682,0.0,1025,2144743
1697124596965.87,0.0,1025,2145245
1697124597468.9539,0.0,1025,2145752
1697124597970.1057,0.0,1025,2146253
1697124598472.0742,0.0,1025,2146753
1697124598979.106,0.0,1025,2147256
1697124599471.3604,0.0,1025,2147756
1697124599995.8228,0.0,1025,2148275
1697124600497.9185,0.0,1025,2148780
1697124601001.1807,0.0,1025,2149281
1697124601534.2754,0.0,1025,2149792
1697124602027.5156,0.0,1025,2150286
1697124602505.4983,0.0,1025,2150789
1697124603037.5825,0.0,1025,2151292
1697124603510.7773,0.0,1025,2151795
1697124604019.0486,0.0,1025,2152298
1697124604526.0718,0.0,1025,2152798
1697124605057.5996,0.0,1025,2153306
1697124605522.9517,0.0,1025,2153807
1697124606027.9983,0.0,1025,2154311
1697124606532.5422,0.0,1025,2154815
1697124607034.5034,0.0,1025,2155317
1697124607535.0256,0.0,1025,2155818
1697124608033.7678,0.0,1025,2156319
1697124608547.948,0.0,1025,2156828
1697124609046.5605,0.0,1025,2157332
1697124609550.3057,0.0,1025,2157834
1697124610057.0308,0.0,1025,2158341
1697124610558.1892,0.0,1025,2158841
1697124611061.5574,0.0,1025,2159346
1697124611579.2444,0.0,1025,2159853
1697124612068.2053,0.0,1025,2160354
1697124612598.5542,0.0,1025,2160859
1697124613105.8694,0.0,1025,2161362
1697124613586.0603,0.0,1025,2161865
1697124614076.004,0.0,1025,2162362
1697124614599.046,0.0,1025,2162871
1697124615114.4468,0.0,1025,2163378
1697124615590.8308,0.0,1025,2163878
1697124616097.7217,0.0,1025,2164379
1697124616666.2266,0.0,1025,2164919
1697124617140.659,0.0,1025,2165408
1697124617633.8628,0.0,1025,2165910
1697124618139.2695,0.0,1025,2166415
1697124618642.7292,0.0,1025,2166919
1697124619143.1218,0.0,1025,2167419
1697124619647.0725,0.0,1025,2167924
1697124620145.8044,0.0,1025,2168426
1697124620660.1575,0.0,1025,2168931
1697124621165.494,0.0,1025,2169435
1697124621652.8684,0.0,1025,2169938
1697124622155.7693,0.0,1025,2170441
1697124622692.4155,0.0,1025,2170946
1697124623168.015,0.0,1025,2171449
1697124623671.3076,0.0,1025,2171953
1697124624188.9717,0.0,1025,2172463
1697124624729.5994,0.0,1025,2172964
1697124625184.939,0.0,1025,2173468
1697124625766.779,0.0,1025,2173979
1697124626204.067,0.0,1025,2174482
1697124626719.0488,0.0,1025,2174998
1697124627255.855,0.0,1025,2175541
1697124627733.1526,0.0,1025,2176018
1697124628235.1396,0.0,1025,2176519
1697124628742.159,0.0,1025,2177025
1697124629258.079,0.0,1025,2177534
1697124629756.9277,0.0,1025,2178033
1697124630252.9634,0.0,1025,2178538
1697124630769.617,0.0,1025,2179041
1697124631376.2292,0.0,1025,2179642
1697124631845.6023,0.0,1025,2180101
1697124632324.8206,0.0,1025,2180591
1697124632802.8333,0.0,1025,2181089
1697124633308.7832,0.0,1025,2181593
1697124633809.8267,0.0,1025,2182094
1697124634313.5327,0.0,1025,2182598
1697124634817.4373,0.0,1025,2183102
1697124635322.6602,0.0,1025,2183607
1697124635828.732,0.0,1025,2184111
1697124636330.3313,0.0,1025,2184613
1697124636831.7534,0.0,1025,2185116
1697124637334.7498,0.0,1025,2185620
1697124637838.4749,0.0,1025,2186124
1697124638344.2837,0.0,1025,2186627
1697124638870.5068,0.0,1025,2187146
1697124639361.1829,0.0,1025,2187641
1697124639867.1025,0.0,1025,2188147
1697124640417.7754,0.0,1025,2188665
1697124640872.9736,0.0,1025,2189157
1697124641381.8945,0.0,1025,2189659
1697124641877.184,0.0,1025,2190162
1697124642377.052,0.0,1025,2190663
1697124642891.5027,0.0,1025,2191171
1697124643387.0173,0.0,1025,2191673
1697124643891.7917,0.0,1025,2192175
1697124644399.1038,0.0,1025,2192680
1697124644899.6226,0.0,1025,2193185
1697124645404.0874,0.0,1025,2193689
1697124645912.6638,0.0,1025,2194193
1697124646440.3477,0.0,1025,2194700
1697124646912.4932,0.0,1025,2195198
1697124647425.6133,0.0,1025,2195704
1697124647928.6787,0.0,1025,2196208
1697124648433.2415,0.0,1025,2196712
1697124648927.8325,0.0,1025,2197214
1697124649434.065,0.0,1025,2197718
1697124649940.455,0.0,1025,2198223
1697124650442.971,0.0,1025,2198728
1697124650949.5828,0.0,1025,2199234
1697124651450.407,0.0,1025,2199737
1697124651954.188,0.0,1025,2200240
1697124652456.3525,0.0,1025,2200739
1697124652959.6763,0.0,1025,2201245
1697124653464.4343,0.0,1025,2201749
1697124653968.5774,0.0,1025,2202247
1697124654467.011,0.0,1025,2202753
1697124654998.1362,0.0,1025,2203275
1697124655493.666,0.0,1025,2203772
1697124655992.5015,0.0,1025,2204273
1697124656488.8887,0.0,1025,2204775
1697124656992.1072,0.0,1025,2205274
1697124657490.484,0.0,1025,2205775
1697124657994.1528,0.0,1025,2206279
1697124658500.832,0.0,1025,2206785
1697124659024.2095,0.0,1025,2207294
1697124659511.6423,0.0,1025,2207797
1697124660035.8682,0.0,1025,2208309
1697124660529.2827,0.0,1025,2208804
1697124661029.8828,0.0,1025,2209309
1697124661544.113,0.0,1025,2209816
1697124662031.3403,0.0,1025,2210316
1697124662534.2075,0.0,1025,2210819
1697124663044.6753,0.0,1025,2211322
1697124663555.926,0.0,1025,2211834
1697124664077.761,0.0,1025,2212349
1697124664559.3608,0.0,1025,2212843
1697124665056.6865,0.0,1025,2213338
1697124665560.2327,0.0,1025,2213845
1697124666069.7637,0.0,1025,2214353
1697124666566.437,0.0,1025,2214852
1697124667071.8604,0.0,1025,2215355
1697124667599.6345,0.0,1025,2215880
1697124668090.4597,0.0,1025,2216369
1697124668601.4255,0.0,1025,2216881
1697124669094.5803,0.0,1025,2217380
1697124669591.9614,0.0,1025,2217877
1697124670096.7737,0.0,1025,2218380
1697124670598.7673,0.0,1025,2218883
1697124671099.9285,0.0,1025,2219385
1697124671597.8809,0.0,1025,2219884
1697124672119.6982,0.0,1025,2220392
1697124672618.9773,0.0,1025,2220896
1697124673112.0283,0.0,1025,2221396
1697124673610.5078,0.0,1025,2221897
1697124674134.7568,0.0,1025,2222401
1697124674625.1816,0.0,1025,2222906
1697124675127.849,0.0,1025,2223407
1697124675626.3157,0.0,1025,2223912
1697124676129.551,0.0,1025,2224416
1697124676636.2559,0.0,1025,2224922
1697124677177.8179,0.0,1025,2225452
1697124677654.0852,0.0,1025,2225928
1697124678155.7595,0.0,1025,2226430
1697124678645.894,0.0,1025,2226929
1697124679152.6357,0.0,1025,2227434
1697124679676.9663,0.0,1025,2227948
1697124680159.9583,0.0,1025,2228445
1697124680700.1213,0.0,1025,2228950
1697124681178.263,0.0,1025,2229455
1697124681742.1523,0.0,1025,2229959
1697124682199.8962,0.0,1025,2230461
1697124682743.565,0.0,1025,2231003
1697124683204.7834,0.0,1025,2231490
1697124683706.3574,0.0,1025,2231993
1697124684227.5244,0.0,1025,2232510
1697124684756.312,0.0,1025,2233004
1697124685235.0972,0.0,1025,2233505
1697124685740.17,0.0,1025,2234014
1697124686242.9604,0.0,1025,2234517
1697124686748.1248,0.0,1025,2235022
1697124687294.6328,0.0,1025,2235546
1697124687800.599,0.0,1025,2236051
1697124688270.5823,0.0,1025,2236555
1697124688775.2852,0.0,1025,2237061
1697124689282.7654,0.0,1025,2237564
1697124689788.3013,0.0,1025,2238067
1697124690285.279,0.0,1025,2238572
1697124690810.332,0.0,1025,2239073
1697124691292.4253,0.0,1025,2239578
1697124691796.5967,0.0,1025,2240083
1697124692318.828,0.0,1025,2240587
1697124692822.8433,0.0,1025,2241095
1697124693326.9238,0.0,1025,2241600
1697124693819.2654,0.0,1025,2242101
1697124694333.5342,0.0,1025,2242607
1697124694850.7617,0.0,1025,2243127
1697124695345.9731,0.0,1025,2243631
1697124695850.4236,0.0,1025,2244136
1697124696362.8423,0.0,1025,2244643
1697124696863.9707,0.0,1025,2245149
1697124697362.306,0.0,1025,2245648
1697124697862.4565,0.0,1025,2246149
1697124698372.7332,0.0,1025,2246653
1697124698862.9326,0.0,1025,2247151
1697124699368.5332,0.0,1025,2247653
1697124699879.3752,0.0,1025,2248160
1697124700390.9194,0.0,1025,2248664
1697124700880.9902,0.0,1025,2249167
1697124701392.038,0.0,1025,2249669
1697124701894.0273,0.0,1025,2250174
1697124702390.4565,0.0,1025,2250677
1697124702910.2383,0.0,1025,2251188
1697124703414.788,0.0,1025,2251683
1697124703908.5754,0.0,1025,2252185
1697124704405.6753,0.0,1025,2252692
1697124704920.0703,0.0,1025,2253200
1697124705425.486,0.0,1025,2253706
1697124705930.0986,0.0,1025,2254210
1697124706456.0908,0.0,1025,2254720
1697124706937.638,0.0,1025,2255216
1697124707432.289,0.0,1025,2255718
1697124707934.64,0.0,1025,2256221
1697124708444.451,0.0,1025,2256726
1697124708945.5996,0.0,1025,2257232
1697124709448.8918,0.0,1025,2257735
1697124709951.213,0.0,1025,2258237
1697124710452.6997,0.0,1025,2258739
1697124710953.3225,0.0,1025,2259240
1697124711467.772,0.0,1025,2259757
1697124711993.1113,0.0,1025,2260251
1697124712475.123,0.0,1025,2260756
1697124712972.0295,0.0,1025,2261256
1697124713480.8894,0.0,1025,2261762
1697124713977.5825,0.0,1025,2262262
1697124714481.9924,0.0,1025,2262768
1697124715010.2554,0.0,1025,2263279
1697124715516.0183,0.0,1025,2263771
1697124715989.2617,0.0,1025,2264275
1697124716487.7893,0.0,1025,2264775
1697124716997.3264,0.0,1025,2265281
1697124717502.7432,0.0,1025,2265789
1697124718009.024,0.0,1025,2266290
1697124718509.0427,0.0,1025,2266795
1697124719016.9321,0.0,1025,2267301
