BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,ch4sens,ch5sens,ch6sens,ch7sens,ch8sens,ch9sens,ch10sens,ch11sens,temp0,temp1,temp2,temp3,system_status,system_time
1697124451061.6023,0.8661563992500305,1287.0,1.018237829208374,-40341.0,-5065.0,-4440.0,-4287.0,-2331.0,-15.0,-10279.0,-12690.0,-8962.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,1999315
1697124451688.61,1.120503544807434,1332.0,1.0290406942367554,-40351.0,-5042.0,-4417.0,-4277.0,-2278.0,87.0,-10276.0,-12651.0,-8963.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,1999826
1697124452080.198,1.0577702522277832,1347.0,0.9827402830123901,-40364.0,-5109.0,-4486.0,-4264.0,-2301.0,116.0,-10179.0,-12662.0,-8960.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2000324
1697124452569.412,1.0660920143127441,1321.0,1.0513794422149658,-40375.0,-5137.0,-4499.0,-4298.0,-2287.0,17.0,-10300.0,-12606.0,-8930.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2000825
1697124453115.9604,0.9699649810791016,1318.0,0.9956373572349548,-40350.0,-5162.0,-4459.0,-4246.0,-2327.0,111.0,-10195.0,-12608.0,-8933.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2001333
1697124453606.2144,0.11181029677391052,1337.0,0.9805412888526917,-40330.0,-5097.0,-4395.0,-4241.0,-2312.0,112.0,-10278.0,-12900.0,-8965.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2001837
1697124454118.7917,0.41475433111190796,1346.0,0.9958642721176147,-40358.0,-5066.0,-4500.0,-4240.0,-2308.0,136.0,-10298.0,-12996.0,-8985.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2002343
1697124454615.1045,1.0632647275924683,1298.0,1.0376969575881958,-40354.0,-5090.0,-4507.0,-4345.0,-2264.0,131.0,-10225.0,-12726.0,-8956.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2002846
1697124455100.7795,1.0485416650772095,1332.0,0.999372124671936,-40342.0,-5076.0,-4639.0,-4288.0,-2326.0,79.0,-10279.0,-12787.0,-8834.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2003345
1697124455662.897,1.175608515739441,1311.0,0.9946251511573792,-40356.0,-5115.0,-4417.0,-4265.0,-2286.0,63.0,-10310.0,-12851.0,-8940.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2003850
