BackendTime,servoVoltage,system_status,system_time
1697124451368.6177,5.960000038146973,1,2135252
1697124451927.273,5.9770002365112305,1,2135755
1697124452366.664,5.947000026702881,1,2136255
1697124452880.3816,5.960000038146973,1,2136761
1697124453384.191,5.960000038146973,1,2137267
1697124453879.9766,5.921999931335449,1,2137769
1697124454398.3599,5.921999931335449,1,2138282
1697124454940.6555,5.988999843597412,1,2138787
1697124455430.472,5.921999931335449,1,2139284
1697124455904.6958,5.921999931335449,1,2139788
1697124456396.4531,5.960000038146973,1,2140284
1697124456912.0857,6.090000152587891,1,2140790
1697124457425.6987,5.921999931335449,1,2141305
1697124457921.901,5.985000133514404,1,2141804
1697124458425.3914,5.918000221252441,1,2142307
1697124458925.2363,5.9770002365112305,1,2142809
1697124459431.1272,5.9679999351501465,1,2143312
1697124459932.2234,5.947000026702881,1,2143815
1697124460435.5393,5.9679999351501465,1,2144318
1697124460946.6133,5.918000221252441,1,2144824
1697124461445.8684,5.918000221252441,1,2145329
1697124461948.0757,5.918000221252441,1,2145827
1697124462448.476,5.960000038146973,1,2146333
1697124462968.6687,6.085999965667725,1,2146847
1697124463496.1003,5.9770002365112305,1,2147356
1697124463982.5664,5.918000221252441,1,2147858
1697124464480.721,6.065000057220459,1,2148361
1697124464980.4893,5.9679999351501465,1,2148864
1697124465474.901,5.947000026702881,1,2149365
1697124465985.565,5.980999946594238,1,2149869
1697124466495.7202,5.921999931335449,1,2150374
1697124466989.2107,6.001999855041504,1,2150873
1697124467490.241,5.921999931335449,1,2151374
1697124467996.0085,5.985000133514404,1,2151879
1697124468503.8499,5.9679999351501465,1,2152386
1697124469000.2024,5.929999828338623,1,2152885
1697124469494.9375,6.1020002365112305,1,2153385
1697124470005.3442,5.9770002365112305,1,2153889
1697124470510.431,5.918000221252441,1,2154394
1697124471012.6865,5.914000034332275,1,2154897
1697124471512.4053,5.914000034332275,1,2155398
1697124472017.262,5.921999931335449,1,2155901
1697124472513.634,5.9679999351501465,1,2156404
1697124473025.1816,5.960000038146973,1,2156911
1697124473530.455,5.929999828338623,1,2157416
1697124474031.7585,5.960000038146973,1,2157917
1697124474537.155,5.921999931335449,1,2158423
1697124475040.278,5.939000129699707,1,2158926
1697124475543.1313,5.914000034332275,1,2159428
1697124476046.094,5.9770002365112305,1,2159932
1697124476555.518,5.960000038146973,1,2160436
1697124477057.2117,5.921999931335449,1,2160941
1697124477562.3635,5.929999828338623,1,2161445
1697124478069.0693,6.077000141143799,1,2161950
1697124478565.934,5.921999931335449,1,2162451
1697124479070.7102,5.980999946594238,1,2162956
1697124479575.9275,5.9679999351501465,1,2163456
1697124480067.861,5.921999931335449,1,2163958
1697124480579.4888,5.914000034332275,1,2164464
1697124481076.485,6.034999847412109,1,2164966
1697124481602.9578,5.960000038146973,1,2165483
1697124482099.4404,5.998000144958496,1,2165981
1697124482600.3367,5.993000030517578,1,2166484
1697124483108.877,5.918000221252441,1,2166987
1697124483617.72,5.980999946594238,1,2167496
1697124484113.266,5.921999931335449,1,2167998
1697124484628.1636,5.947000026702881,1,2168503
1697124485119.931,6.031000137329102,1,2169000
1697124485668.6587,5.960000038146973,1,2169523
1697124486124.9385,6.1020002365112305,1,2170009
1697124486627.8962,5.9770002365112305,1,2170511
1697124487135.523,5.921999931335449,1,2171016
1697124487636.5762,5.918000221252441,1,2171521
1697124488140.2039,5.921999931335449,1,2172025
1697124488640.4417,5.960000038146973,1,2172525
1697124489145.834,5.985000133514404,1,2173031
1697124489674.0264,6.090000152587891,1,2173540
1697124490150.7395,6.085999965667725,1,2174032
1697124490651.647,5.921999931335449,1,2174535
1697124491157.0862,5.980999946594238,1,2175038
1697124491660.5435,6.065000057220459,1,2175538
1697124492165.7043,5.921999931335449,1,2176047
1697124492670.6807,6.1020002365112305,1,2176552
1697124493174.6985,5.960000038146973,1,2177056
1697124493674.6719,5.921999931335449,1,2177557
1697124494173.9668,6.090000152587891,1,2178057
1697124494670.938,5.960000038146973,1,2178561
1697124495186.4268,5.985000133514404,1,2179068
1697124495685.9526,5.921999931335449,1,2179573
1697124496184.5024,5.9770002365112305,1,2180069
1697124496701.078,5.921999931335449,1,2180572
1697124497192.6672,6.065000057220459,1,2181076
1697124497710.4326,5.9770002365112305,1,2181587
1697124498211.899,6.065000057220459,1,2182093
1697124498713.9714,5.993000030517578,1,2182598
1697124499214.761,5.960000038146973,1,2183101
1697124499721.8384,5.985000133514404,1,2183607
1697124500219.9092,6.010000228881836,1,2184106
1697124500721.5254,5.988999843597412,1,2184607
1697124501222.2444,6.047999858856201,1,2185108
1697124501723.8481,5.960000038146973,1,2185610
1697124502234.1885,5.918000221252441,1,2186114
1697124502734.496,6.010000228881836,1,2186620
1697124503237.1848,5.921999931335449,1,2187121
1697124503747.557,5.9679999351501465,1,2187626
1697124504233.3303,6.085999965667725,1,2188124
1697124504746.2183,5.988999843597412,1,2188626
1697124505287.3887,5.914000034332275,1,2189148
1697124505756.3655,6.001999855041504,1,2189640
1697124506259.5247,5.985000133514404,1,2190143
1697124506763.6465,5.9679999351501465,1,2190646
1697124507269.8596,5.980999946594238,1,2191154
1697124507770.0754,5.921999931335449,1,2191656
1697124508276.8645,5.9679999351501465,1,2192163
1697124508776.1743,6.077000141143799,1,2192662
1697124509285.4077,5.921999931335449,1,2193169
1697124509788.036,5.921999931335449,1,2193674
1697124510374.4465,5.985000133514404,1,2194206
1697124510798.76,5.921999931335449,1,2194686
1697124511316.1345,5.960000038146973,1,2195192
1697124511828.5337,6.001999855041504,1,2195699
1697124512320.9429,5.960000038146973,1,2196207
1697124512820.727,5.9679999351501465,1,2196704
1697124513323.6929,6.1020002365112305,1,2197206
1697124513825.2087,5.985000133514404,1,2197708
1697124514338.763,6.031000137329102,1,2198219
1697124514837.5835,5.921999931335449,1,2198717
1697124515332.5942,6.065000057220459,1,2199218
1697124515838.9678,5.921999931335449,1,2199724
1697124516346.7363,5.947000026702881,1,2200231
1697124516848.0508,6.065000057220459,1,2200733
1697124517353.9143,5.947000026702881,1,2201239
1697124517859.992,5.9770002365112305,1,2201742
1697124518357.5188,6.056000232696533,1,2202244
1697124518876.0283,5.947000026702881,1,2202750
1697124519371.8037,6.077000141143799,1,2203256
1697124519879.3315,5.9679999351501465,1,2203760
1697124520382.1987,5.960000038146973,1,2204265
1697124520887.697,6.047999858856201,1,2204771
1697124521388.001,5.988999843597412,1,2205274
1697124521896.4182,5.921999931335449,1,2205779
1697124522407.6367,5.960000038146973,1,2206288
1697124522907.6125,6.0229997634887695,1,2206790
1697124523423.2603,5.921999931335449,1,2207294
1697124523905.191,5.960000038146973,1,2207789
1697124524413.7078,5.985000133514404,1,2208292
1697124524937.1965,5.9679999351501465,1,2208806
1697124525412.8909,5.960000038146973,1,2209304
1697124525931.6353,5.960000038146973,1,2209810
1697124526442.6843,5.960000038146973,1,2210328
1697124526929.203,6.065000057220459,1,2210815
1697124527438.6882,5.9770002365112305,1,2211323
1697124527941.3757,5.985000133514404,1,2211828
1697124528467.9468,5.960000038146973,1,2212342
1697124528963.0935,5.921999931335449,1,2212847
1697124529463.6848,5.960000038146973,1,2213350
1697124529968.03,6.0229997634887695,1,2213853
1697124530468.8635,6.0229997634887695,1,2214353
1697124530973.476,5.960000038146973,1,2214858
1697124531497.2466,5.921999931335449,1,2215372
1697124531968.1702,6.085999965667725,1,2215859
1697124532484.726,5.929999828338623,1,2216366
1697124532982.035,5.9679999351501465,1,2216867
1697124533488.468,5.947000026702881,1,2217373
1697124533986.3823,5.960000038146973,1,2217874
1697124534490.295,6.1020002365112305,1,2218376
1697124535048.4885,5.947000026702881,1,2218913
1697124535512.9563,5.921999931335449,1,2219397
1697124536017.9348,5.993000030517578,1,2219903
1697124536522.5676,6.052000045776367,1,2220409
1697124537027.2783,6.065000057220459,1,2220913
1697124537528.9287,5.988999843597412,1,2221415
1697124538035.0378,5.960000038146973,1,2221922
1697124538539.7327,5.918000221252441,1,2222425
1697124539047.6025,5.985000133514404,1,2222931
1697124539554.5745,5.918000221252441,1,2223442
1697124540077.5464,5.985000133514404,1,2223943
1697124540568.7405,5.9679999351501465,1,2224446
1697124541071.851,5.960000038146973,1,2224950
1697124541589.4636,5.918000221252441,1,2225460
1697124542068.501,5.921999931335449,1,2225957
1697124542579.0696,5.980999946594238,1,2226460
1697124543074.1777,5.921999931335449,1,2226961
1697124543586.6873,5.960000038146973,1,2227471
1697124544082.98,5.993000030517578,1,2227969
1697124544600.519,5.960000038146973,1,2228482
1697124545097.1228,6.034999847412109,1,2228976
1697124545588.2354,5.921999931335449,1,2229475
1697124546094.8767,5.921999931335449,1,2229978
1697124546596.467,5.980999946594238,1,2230479
1697124547103.5916,5.9679999351501465,1,2230988
1697124547623.247,5.947000026702881,1,2231497
1697124548111.7817,5.921999931335449,1,2231993
1697124548633.2976,5.9679999351501465,1,2232505
1697124549110.2573,5.985000133514404,1,2232996
1697124549627.5708,5.947000026702881,1,2233505
1697124550119.3188,6.044000148773193,1,2234006
1697124550625.5442,5.914000034332275,1,2234511
1697124551142.2976,5.9770002365112305,1,2235020
1697124551652.8457,5.9770002365112305,1,2235518
1697124552151.4067,5.960000038146973,1,2236028
1697124552638.078,5.9679999351501465,1,2236525
1697124553142.2659,5.993000030517578,1,2237027
1697124553645.7026,5.921999931335449,1,2237532
1697124554158.4155,5.960000038146973,1,2238039
1697124554652.4644,5.960000038146973,1,2238537
1697124555153.7844,5.921999931335449,1,2239039
