BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,ch4sens,ch5sens,ch6sens,ch7sens,ch8sens,ch9sens,ch10sens,ch11sens,temp0,temp1,temp2,temp3,system_status,system_time
1697124451019.5662,1606.0,1993.0,-7663.0,-18575.0,-499.0,5422.0,-3166.0,1880.0,0.5255468487739563,0.7844142913818359,0.8601390719413757,2139.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,1999289
1697124451559.576,1640.0,2021.0,-7663.0,-18619.0,-535.0,5430.0,-3215.0,1939.0,0.5260006189346313,0.7500510215759277,0.8308543562889099,2289.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,1999792
1697124452037.049,1685.0,2024.0,-7610.0,-18622.0,-592.0,5349.0,-3214.0,1829.0,0.5262449383735657,0.825060248374939,0.8484984636306763,2140.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2000298
1697124452536.1943,1623.0,2026.0,-7648.0,-18677.0,-489.0,5416.0,-3247.0,1809.0,0.4896129071712494,0.7950600385665894,0.8209764957427979,2160.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2000802
1697124453047.6448,1599.0,2017.0,-7654.0,-18571.0,-563.0,5369.0,-3287.0,1923.0,0.48565128445625305,0.7910635471343994,0.8375734686851501,2206.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2001309
1697124453535.3896,1614.0,1990.0,-7661.0,-18592.0,-518.0,5379.0,-3214.0,1943.0,0.5007997155189514,0.7540475726127625,0.7507665753364563,2170.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2001805
1697124454050.7136,1629.0,2010.0,-7545.0,-18524.0,-519.0,5417.0,-3209.0,1833.0,0.5784791707992554,0.7988122701644897,0.8044667840003967,2164.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2002308
1697124454537.6973,1602.0,2010.0,-7663.0,-18636.0,-511.0,5370.0,-3278.0,1870.0,0.47715210914611816,0.8061246871948242,0.8400516510009766,2301.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2002808
1697124455038.6519,1632.0,1987.0,-7688.0,-18668.0,-539.0,5329.0,-3291.0,1826.0,0.504639208316803,0.8029135465621948,0.803594172000885,2149.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2003310
1697124455574.282,1675.0,1998.0,-7604.0,-18661.0,-566.0,5391.0,-3208.0,1881.0,0.5251454710960388,0.7918139696121216,0.6800680160522461,2200.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2003831
1697124456063.9788,1640.0,2017.0,-7663.0,-18645.0,-565.0,5299.0,-3242.0,1885.0,0.4986531138420105,0.7504523992538452,0.8606277108192444,2193.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2004327
1697124456583.1606,1646.0,2012.0,-7751.0,-18648.0,-620.0,5350.0,-3233.0,1860.0,0.5243949890136719,0.7802606821060181,0.8320934772491455,2175.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2004839
1697124457095.61,1672.0,2024.0,-7634.0,-18594.0,-514.0,5361.0,-3226.0,1866.0,0.526035487651825,0.8382540941238403,0.7812030911445618,2235.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2005340
1697124457589.8206,1668.0,2010.0,-7716.0,-18615.0,-592.0,5394.0,-3199.0,1923.0,0.5486010909080505,0.75296550989151,0.8256362080574036,2164.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2005845
1697124458083.398,1643.0,2013.0,-7716.0,-18545.0,-561.0,5406.0,-3207.0,1915.0,0.5357388854026794,0.7854962944984436,0.8384111523628235,2157.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2006348
1697124458586.348,1618.0,1975.0,-7750.0,-18613.0,-583.0,5342.0,-3239.0,1906.0,0.5249534845352173,0.8525997400283813,0.8478876352310181,2137.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2006849
1697124459086.721,1615.0,2000.0,-7606.0,-18529.0,-564.0,5370.0,-3260.0,1868.0,0.5241855978965759,0.8265088200569153,0.8148508071899414,2241.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2007351
1697124459621.266,1632.0,2003.0,-7630.0,-18568.0,-560.0,5362.0,-3282.0,1919.0,0.5349884629249573,0.8319887518882751,0.8428614735603333,2132.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2007862
1697124460117.4453,1685.0,2014.0,-7698.0,-18579.0,-546.0,5412.0,-3244.0,1793.0,0.5053896307945251,0.8191614747047424,0.8489522337913513,2115.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2008368
1697124460614.728,1583.0,2012.0,-7649.0,-18645.0,-617.0,5403.0,-3193.0,1930.0,0.5173618197441101,0.8170846700668335,0.8567184209823608,2089.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2008869
1697124461120.6082,1670.0,2016.0,-7676.0,-18517.0,-666.0,5366.0,-3188.0,1907.0,0.5488454103469849,0.8437514901161194,0.8376955986022949,2279.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2009370
1697124461617.668,1634.0,1999.0,-7656.0,-18586.0,-617.0,5353.0,-3181.0,1929.0,0.5501892566680908,0.8416398167610168,0.8571023941040039,2179.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2009876
1697124462119.3872,1590.0,2016.0,-7651.0,-18540.0,-475.0,5387.0,-3277.0,1908.0,0.5254421234130859,0.8170846700668335,0.8390219807624817,2124.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2010378
1697124462627.2588,1637.0,2035.0,-7662.0,-18622.0,-529.0,5371.0,-3159.0,1917.0,0.5311664342880249,0.8660029768943787,0.8735073804855347,2115.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2010880
1697124463164.807,1627.0,2004.0,-7618.0,-18625.0,-521.0,5324.0,-3144.0,1921.0,0.5228592157363892,0.8536643385887146,0.8662996292114258,2151.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2011396
1697124463651.5579,1600.0,2022.0,-7840.0,-18595.0,-654.0,5336.0,-3220.0,1959.0,0.5482346415519714,0.7847458720207214,0.8144842982292175,2174.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2011908
1697124464149.5283,1624.0,1981.0,-7662.0,-18678.0,-542.0,5344.0,-3214.0,1951.0,0.5260878801345825,0.7913427352905273,0.8656015396118164,2155.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2012405
1697124464642.4758,1604.0,2040.0,-7727.0,-18706.0,-600.0,5361.0,-3209.0,1903.0,0.545215368270874,0.792512059211731,0.8645020723342896,2145.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2012901
1697124465150.9854,1627.0,1998.0,-7788.0,-18584.0,-491.0,5382.0,-3187.0,1925.0,0.5039236545562744,0.762267529964447,0.8731408715248108,2149.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2013410
1697124473212.8982,1688.0,1989.0,-7838.0,-18519.0,-619.0,5426.0,-3345.0,1913.0,0.5309046506881714,0.787834882736206,0.8300690650939941,2120.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2021471
1697124473729.0803,1657.0,2023.0,-7751.0,-18727.0,-561.0,5362.0,-3251.0,1887.0,0.5257213711738586,0.8239607810974121,0.8431406617164612,2104.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2021988
1697124474235.134,1602.0,1987.0,-7653.0,-18829.0,-609.0,5430.0,-3188.0,1935.0,0.5484614968299866,0.8397549390792847,0.8399643898010254,2164.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2022493
1697124474742.2832,1576.0,1987.0,-7722.0,-18624.0,-678.0,5453.0,-3250.0,1888.0,0.5484091639518738,0.8225646018981934,0.8709244728088379,2117.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2023000
1697124475248.032,1665.0,1976.0,-7658.0,-18639.0,-611.0,5422.0,-3210.0,1909.0,0.510887086391449,0.8705404996871948,0.8434024453163147,2097.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2023503
1697124475751.2834,1649.0,2023.0,-7780.0,-18604.0,-589.0,5364.0,-3249.0,1950.0,0.5074489712715149,0.7539428472518921,0.873228132724762,2116.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2024007
1697124476242.2493,1653.0,1990.0,-7714.0,-18602.0,-650.0,5357.0,-3249.0,1930.0,0.534447431564331,0.844920814037323,0.8446764945983887,2138.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2024508
1697124476777.5369,1645.0,1940.0,-7694.0,-18679.0,-671.0,5266.0,-3125.0,1895.0,0.5196305513381958,0.7933672070503235,0.8484112024307251,2053.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2025026
1697124477267.3098,1624.0,2014.0,-7794.0,-18591.0,-550.0,5348.0,-3220.0,1895.0,0.5206253528594971,0.8259328603744507,0.8048681616783142,2091.0,73.2281265258789,273.1499938964844,273.1499938964844,273.1499938964844,1025,2025525
