BackendTime,servoVoltage,system_status,system_time
1697124451290.9587,0.0,1025,1999556
1697124451884.25,0.0,1025,2000075
1697124452311.759,0.0,1025,2000571
1697124452829.4219,0.0,1025,2001072
1697124453303.4802,0.0,1025,2001571
1697124453804.5947,0.0,1025,2002072
1697124454311.9246,0.0,1025,2002578
1697124454885.9507,0.0,1025,2003105
1697124455322.2725,0.0,1025,2003591
1697124455825.7058,0.0,1025,2004092
1697124456350.7512,0.0,1025,2004606
1697124456840.3342,0.0,1025,2005100
1697124457344.274,0.0,1025,2005604
1697124457840.1526,0.0,1025,2006107
1697124458341.3318,0.0,1025,2006608
1697124458842.9082,0.0,1025,2007110
1697124459389.444,0.0,1025,2007640
1697124459865.5266,0.0,1025,2008127
1697124460368.2893,0.0,1025,2008628
1697124460866.7588,0.0,1025,2009128
1697124461363.2703,0.0,1025,2009631
1697124461867.0454,0.0,1025,2010135
1697124462375.876,0.0,1025,2010638
1697124462921.0051,0.0,1025,2011155
1697124463412.7283,0.0,1025,2011654
1697124463894.6892,0.0,1025,2012152
1697124464387.7966,0.0,1025,2012655
1697124464891.0771,0.0,1025,2013157
1697124465390.856,0.0,1025,2013658
1697124473443.7527,0.0,1025,2021707
1697124473934.095,0.0,1025,2022205
1697124474437.6187,0.0,1025,2022708
1697124474975.5806,0.0,1025,2023219
1697124475459.304,0.0,1025,2023722
1697124475956.1787,0.0,1025,2024226
1697124476456.8496,0.0,1025,2024728
1697124476963.7095,0.0,1025,2025232
1697124477465.826,0.0,1025,2025732
1697124477969.1472,0.0,1025,2026237
1697124478478.856,0.0,1025,2026744
1697124478985.085,0.0,1025,2027248
1697124479489.1724,0.0,1025,2027752
1697124479990.343,0.0,1025,2028258
1697124480499.943,0.0,1025,2028764
1697124481001.2422,0.0,1025,2029265
1697124481518.02,0.0,1025,2029769
1697124482009.8257,0.0,1025,2030273
1697124482508.9941,0.0,1025,2030775
1697124483022.1594,0.0,1025,2031285
1697124483531.9253,0.0,1025,2031796
1697124484036.0564,0.0,1025,2032299
1697124484545.1018,0.0,1025,2032806
1697124485045.8086,0.0,1025,2033312
1697124485568.005,0.0,1025,2033819
1697124486055.2734,0.0,1025,2034319
1697124486555.0898,0.0,1025,2034824
1697124487057.6624,0.0,1025,2035327
1697124487563.2883,0.0,1025,2035832
1697124488067.3713,0.0,1025,2036336
1697124488568.0842,0.0,1025,2036840
1697124489072.924,0.0,1025,2037342
1697124489575.168,0.0,1025,2037847
1697124490075.987,0.0,1025,2038347
1697124490578.5728,0.0,1025,2038849
1697124491084.0251,0.0,1025,2039354
1697124491588.775,0.0,1025,2039859
1697124492095.4888,0.0,1025,2040365
1697124492602.1606,0.0,1025,2040870
1697124493104.9565,0.0,1025,2041374
1697124493610.8042,0.0,1025,2041880
1697124494113.8481,0.0,1025,2042384
1697124494618.9019,0.0,1025,2042888
1697124495123.5044,0.0,1025,2043393
1697124495624.1267,0.0,1025,2043895
1697124496132.0337,0.0,1025,2044401
1697124496635.5818,0.0,1025,2044905
1697124497136.5771,0.0,1025,2045406
1697124497641.6675,0.0,1025,2045911
1697124498146.4688,0.0,1025,2046416
1697124498644.3005,0.0,1025,2046915
1697124499153.0154,0.0,1025,2047420
1697124499650.5642,0.0,1025,2047921
1697124500157.7502,0.0,1025,2048424
1697124500661.646,0.0,1025,2048927
1697124501164.6484,0.0,1025,2049430
1697124501669.4792,0.0,1025,2049935
1697124502169.7732,0.0,1025,2050437
1697124502674.7146,0.0,1025,2050942
1697124503176.4294,0.0,1025,2051444
1697124503682.0222,0.0,1025,2051950
1697124504180.8804,0.0,1025,2052452
1697124504712.8398,0.0,1025,2052960
1697124505218.6636,0.0,1025,2053473
1697124505708.4326,0.0,1025,2053972
1697124506204.36,0.0,1025,2054475
1697124506723.2659,0.0,1025,2054986
1697124507214.2039,0.0,1025,2055486
1697124507717.6912,0.0,1025,2055990
1697124508219.7527,0.0,1025,2056492
1697124508724.9956,0.0,1025,2056997
1697124509228.2698,0.0,1025,2057499
1697124509735.3423,0.0,1025,2058001
1697124510262.5918,0.0,1025,2058505
1697124510740.0024,0.0,1025,2059008
1697124511788.071,0.0,1025,2060037
1697124512247.0784,0.0,1025,2060519
1697124512752.6028,0.0,1025,2061023
1697124513262.0474,0.0,1025,2061531
1697124513775.5164,0.0,1025,2062031
1697124514276.7825,0.0,1025,2062543
1697124514774.2349,0.0,1025,2063041
1697124515270.3086,0.0,1025,2063541
1697124515773.2207,0.0,1025,2064045
1697124516276.8477,0.0,1025,2064548
1697124516789.1028,0.0,1025,2065053
1697124517287.0923,0.0,1025,2065556
1697124517787.8015,0.0,1025,2066057
1697124518299.6882,0.0,1025,2066565
1697124518812.2776,0.0,1025,2067072
1697124519310.5837,0.0,1025,2067577
1697124519816.271,0.0,1025,2068079
1697124520311.586,0.0,1025,2068582
1697124520818.9272,0.0,1025,2069084
1697124521325.1191,0.0,1025,2069590
1697124521861.2612,0.0,1025,2070113
1697124522332.7114,0.0,1025,2070598
1697124522837.5178,0.0,1025,2071103
1697124523342.2373,0.0,1025,2071605
1697124523838.516,0.0,1025,2072108
1697124524345.9583,0.0,1025,2072607
1697124524875.6455,0.0,1025,2073114
1697124525346.8105,0.0,1025,2073617
1697124525858.3564,0.0,1025,2074122
1697124526378.301,0.0,1025,2074633
1697124526874.1707,0.0,1025,2075131
1697124527361.761,0.0,1025,2075631
1697124527868.3032,0.0,1025,2076135
1697124528368.9373,0.0,1025,2076638
1697124528879.3838,0.0,1025,2077144
1697124529375.9846,0.0,1025,2077643
1697124529879.5862,0.0,1025,2078148
1697124530382.0864,0.0,1025,2078654
1697124530892.5303,0.0,1025,2079158
1697124531434.3833,0.0,1025,2079691
1697124531901.2168,0.0,1025,2080168
1697124532411.9446,0.0,1025,2080674
1697124532904.627,0.0,1025,2081174
1697124533414.6763,0.0,1025,2081678
1697124533913.8926,0.0,1025,2082185
1697124534420.4697,0.0,1025,2082687
1697124534928.1755,0.0,1025,2083191
1697124535430.5393,0.0,1025,2083695
1697124535929.998,0.0,1025,2084200
1697124536443.583,0.0,1025,2084708
1697124536950.5063,0.0,1025,2085220
1697124537458.0642,0.0,1025,2085723
1697124537956.2698,0.0,1025,2086226
1697124538461.8801,0.0,1025,2086730
1697124538963.6396,0.0,1025,2087233
1697124539476.2676,0.0,1025,2087743
1697124539975.7068,0.0,1025,2088242
1697124540483.5176,0.0,1025,2088744
1697124540977.0544,0.0,1025,2089246
1697124541504.0005,0.0,1025,2089760
1697124542011.3787,0.0,1025,2090254
1697124542492.1404,0.0,1025,2090755
1697124542986.9038,0.0,1025,2091256
1697124543507.849,0.0,1025,2091761
1697124544006.0474,0.0,1025,2092268
1697124544524.7085,0.0,1025,2092772
1697124545006.8225,0.0,1025,2093273
1697124545505.491,0.0,1025,2093776
1697124546008.6702,0.0,1025,2094279
1697124546513.3484,0.0,1025,2094784
1697124547020.8157,0.0,1025,2095289
1697124547534.5654,0.0,1025,2095796
1697124548025.7703,0.0,1025,2096295
1697124548534.656,0.0,1025,2096802
1697124549041.694,0.0,1025,2097307
1697124549542.7524,0.0,1025,2097810
1697124550035.7285,0.0,1025,2098307
1697124550548.1685,0.0,1025,2098813
1697124551052.2354,0.0,1025,2099316
1697124551555.7524,0.0,1025,2099824
1697124552069.7554,0.0,1025,2100332
1697124552564.0706,0.0,1025,2100833
1697124553062.2622,0.0,1025,2101333
1697124553580.698,0.0,1025,2101842
1697124554078.3801,0.0,1025,2102348
1697124554585.5352,0.0,1025,2102854
1697124555096.72,0.0,1025,2103361
1697124555596.0076,0.0,1025,2103866
1697124556094.4988,0.0,1025,2104366
1697124556731.2712,0.0,1025,2104961
1697124557123.9321,0.0,1025,2105380
1697124557611.9954,0.0,1025,2105882
1697124558113.5764,0.0,1025,2106385
1697124558623.0544,0.0,1025,2106894
1697124559134.2458,0.0,1025,2107401
1697124559675.7437,0.0,1025,2107919
1697124560139.7756,0.0,1025,2108405
1697124560631.7415,0.0,1025,2108903
1697124561139.0635,0.0,1025,2109409
1697124561639.144,0.0,1025,2109909
1697124562139.6147,0.0,1025,2110411
1697124562642.2793,0.0,1025,2110912
1697124563146.2087,0.0,1025,2111412
1697124563651.8623,0.0,1025,2111921
1697124564179.0461,0.0,1025,2112438
1697124564666.0415,0.0,1025,2112922
1697124565219.8347,0.0,1025,2113435
1697124565661.5422,0.0,1025,2113923
1697124566155.7905,0.0,1025,2114427
1697124566663.5078,0.0,1025,2114933
1697124567167.3013,0.0,1025,2115437
1697124567761.3762,0.0,1025,2115956
1697124568187.6074,0.0,1025,2116457
1697124568703.4287,0.0,1025,2116965
1697124569198.0745,0.0,1025,2117468
1697124569708.206,0.0,1025,2117973
1697124570202.9468,0.0,1025,2118473
1697124570706.0725,0.0,1025,2118976
1697124571240.3896,0.0,1025,2119499
1697124571765.4133,0.0,1025,2119992
1697124572222.3835,0.0,1025,2120488
1697124572734.4565,0.0,1025,2120992
1697124573225.5508,0.0,1025,2121495
1697124573746.1345,0.0,1025,2121999
1697124574232.537,0.0,1025,2122504
1697124574761.6235,0.0,1025,2123016
1697124575254.0417,0.0,1025,2123518
1697124575764.7917,0.0,1025,2124022
1697124576271.536,0.0,1025,2124535
1697124576769.8652,0.0,1025,2125037
1697124577287.8652,0.0,1025,2125538
1697124577767.583,0.0,1025,2126038
1697124578277.9949,0.0,1025,2126543
1697124578784.9705,0.0,1025,2127048
1697124579301.2358,0.0,1025,2127553
1697124579804.4504,0.0,1025,2128060
1697124580304.434,0.0,1025,2128566
1697124580802.166,0.0,1025,2129068
1697124581291.2612,0.0,1025,2129563
1697124581804.7297,0.0,1025,2130072
1697124582307.1162,0.0,1025,2130573
1697124582847.4685,0.0,1025,2131092
1697124583340.7307,0.0,1025,2131588
1697124583837.839,0.0,1025,2132092
1697124584344.6414,0.0,1025,2132596
1697124584843.0083,0.0,1025,2133105
1697124585351.3965,0.0,1025,2133613
1697124585856.4695,0.0,1025,2134118
1697124586409.9265,0.0,1025,2134634
1697124586856.8591,0.0,1025,2135125
1697124587359.479,0.0,1025,2135627
1697124587863.8303,0.0,1025,2136132
1697124588376.5244,0.0,1025,2136640
1697124588878.4707,0.0,1025,2137145
1697124589373.0068,0.0,1025,2137645
1697124589878.8445,0.0,1025,2138147
1697124590389.6553,0.0,1025,2138652
1697124590892.8918,0.0,1025,2139155
1697124591395.8054,0.0,1025,2139661
1697124591889.3818,0.0,1025,2140162
1697124592401.3555,0.0,1025,2140672
1697124592914.5366,0.0,1025,2141176
1697124593406.227,0.0,1025,2141676
1697124593919.8457,0.0,1025,2142184
1697124594425.5654,0.0,1025,2142689
1697124594923.09,0.0,1025,2143194
1697124595430.061,0.0,1025,2143696
1697124595926.6104,0.0,1025,2144197
1697124596431.995,0.0,1025,2144702
1697124596932.6292,0.0,1025,2145203
1697124597440.655,0.0,1025,2145711
1697124597941.272,0.0,1025,2146211
1697124598442.0317,0.0,1025,2146713
1697124598950.6064,0.0,1025,2147222
1697124599452.3728,0.0,1025,2147724
1697124599978.4714,0.0,1025,2148232
1697124600468.773,0.0,1025,2148738
1697124600975.942,0.0,1025,2149238
1697124601500.4922,0.0,1025,2149756
1697124601995.6963,0.0,1025,2150255
1697124602497.9954,0.0,1025,2150761
1697124603001.8083,0.0,1025,2151261
1697124603496.2405,0.0,1025,2151766
1697124604005.4412,0.0,1025,2152270
1697124604509.1277,0.0,1025,2152772
1697124605015.1216,0.0,1025,2153276
1697124605509.5288,0.0,1025,2153780
1697124606013.9185,0.0,1025,2154283
1697124606518.6606,0.0,1025,2154788
1697124607020.613,0.0,1025,2155291
1697124607521.6245,0.0,1025,2155793
1697124608022.3293,0.0,1025,2156294
1697124608537.3408,0.0,1025,2156800
1697124609028.2688,0.0,1025,2157299
1697124609537.1665,0.0,1025,2157805
1697124610043.8918,0.0,1025,2158310
1697124610550.338,0.0,1025,2158815
1697124611053.4937,0.0,1025,2159322
1697124611560.0571,0.0,1025,2159825
1697124612056.785,0.0,1025,2160328
1697124612565.2517,0.0,1025,2160835
1697124613069.8394,0.0,1025,2161337
1697124613571.8408,0.0,1025,2161840
1697124614069.6548,0.0,1025,2162341
1697124614579.402,0.0,1025,2162847
1697124615093.2056,0.0,1025,2163354
1697124615584.5552,0.0,1025,2163857
1697124616089.0347,0.0,1025,2164359
1697124616650.7288,0.0,1025,2164904
1697124617129.4585,0.0,1025,2165394
1697124617626.3472,0.0,1025,2165895
1697124618131.7307,0.0,1025,2166401
1697124618635.0386,0.0,1025,2166904
1697124619134.5242,0.0,1025,2167405
1697124619638.1648,0.0,1025,2167910
1697124620139.1333,0.0,1025,2168412
1697124620650.7725,0.0,1025,2168917
1697124621157.4197,0.0,1025,2169421
1697124621645.139,0.0,1025,2169918
1697124622148.65,0.0,1025,2170421
1697124622651.8047,0.0,1025,2170923
1697124623160.7004,0.0,1025,2171425
1697124623663.8474,0.0,1025,2171929
1697124624174.8577,0.0,1025,2172436
1697124624677.3213,0.0,1025,2172940
1697124625177.9653,0.0,1025,2173446
1697124625748.2495,0.0,1025,2173951
1697124626189.1,0.0,1025,2174457
1697124626710.3718,0.0,1025,2174961
1697124627191.3738,0.0,1025,2175463
1697124627706.9216,0.0,1025,2175963
1697124628195.3374,0.0,1025,2176468
1697124628710.1763,0.0,1025,2176980
1697124629240.8384,0.0,1025,2177486
1697124629740.697,0.0,1025,2177987
1697124630219.9148,0.0,1025,2178492
1697124630730.8652,0.0,1025,2178992
1697124631286.5635,0.0,1025,2179518
1697124631835.312,0.0,1025,2180042
1697124632310.5542,0.0,1025,2180545
1697124632765.0825,0.0,1025,2181039
1697124633274.1003,0.0,1025,2181542
1697124633775.8628,0.0,1025,2182043
1697124634279.4065,0.0,1025,2182547
1697124634779.4531,0.0,1025,2183053
1697124635287.0293,0.0,1025,2183559
1697124635798.7593,0.0,1025,2184066
1697124636294.9065,0.0,1025,2184567
1697124636807.0413,0.0,1025,2185074
1697124637305.013,0.0,1025,2185578
1697124637807.7998,0.0,1025,2186081
1697124638315.5278,0.0,1025,2186587
1697124638858.338,0.0,1025,2187101
1697124639340.6125,0.0,1025,2187599
1697124639849.5671,0.0,1025,2188103
1697124640374.721,0.0,1025,2188607
